URN	Rights	Caption
urn:cite:hmt:chsimg.VA188VN-0690	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 188, verso.
urn:cite:hmt:chsimg.VA189RN-0360	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 189, recto.
urn:cite:hmt:chsimg.VA189VN-0691	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 189, verso.
urn:cite:hmt:chsimg.VA190RN-0361	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 190, recto.
urn:cite:hmt:chsimg.VA190VN-0692	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 190, verso.
urn:cite:hmt:chsimg.VA191RN-0362	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 191, recto.
urn:cite:hmt:chsimg.VA191RND-0880	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 191, recto.
urn:cite:hmt:chsimg.VA191RND-0881	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 191, recto.
urn:cite:hmt:chsimg.VA191RND-0882	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 191, recto.
urn:cite:hmt:chsimg.VA191VN-0693	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 191, verso.
urn:cite:hmt:chsimg.VA192RN-0363	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 192, recto.
urn:cite:hmt:chsimg.VA192VN-0694	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 192, verso.
urn:cite:hmt:chsimg.VA193RN-0364	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 193, recto.
urn:cite:hmt:chsimg.VA193VN-0695	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 193, verso.
urn:cite:hmt:chsimg.VA194RN-0365	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 194, recto.
urn:cite:hmt:chsimg.VA194VN-0696	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 194, verso.
urn:cite:hmt:chsimg.VA194VND-0856	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 194, verso.
urn:cite:hmt:chsimg.VA195RN-0366	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 195, recto.
urn:cite:hmt:chsimg.VA195VN-0697	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 195, verso.
urn:cite:hmt:chsimg.VA196RN-0367	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 196, recto.
urn:cite:hmt:chsimg.VA196VN-0698	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 196, verso.
urn:cite:hmt:chsimg.VA197RN-0368	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 197, recto.
urn:cite:hmt:chsimg.VA197VN-0699	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 197, verso.
urn:cite:hmt:chsimg.VA198RN-0369	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 198, recto.
urn:cite:hmt:chsimg.VA198VN-0700	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 198, verso.
urn:cite:hmt:chsimg.VA199RN-0370	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 199, recto.
urn:cite:hmt:chsimg.VA199VN-0701	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 199, verso.
urn:cite:hmt:chsimg.VA200RN-0371	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 200, recto.
